Cathedral Ridge Winery,OR,Pinot Noir - $50.00 - $54.99,2019,Columbia Gorge,Summit Reserve,Pinot Noir,$52.00,Silver
Cathedral Ridge Winery,OR,Red Blend: Malbec leading blend,2021,Columbia Valley,Reserve,Winemakers Reserve,$70.00,Silver
Cathedral Ridge Winery,OR,Zinfandel - $35.00 - $39.99,2020,Columbia Valley,,Zinfandel,$38.00,Silver
Cavender Creek Vineyards & Winery,GA,Chardonnay - $46.00 & Over,2022,American,Barrel Fermented,Chardonnay,$49.00,Silver
Cavender Creek Vineyards & Winery,GA,Riesling - Medium Dry 1.0 - 2.00 RS,2022,Yakima Valley,,Riesling,$35.00,Silver
Cavender Creek Vineyards & Winery,GA,Viognier $30.00 & Over,2022,American,,Viognier,$39.00,Silver
Cazadero Winery,CA,Pinot Noir - $55.00 - $59.99,2021,Sonoma Coast,Hummingbird Hill,Pinot Noir,$59.00,Gold
Cazadero Winery,CA,Cab Sauv - $50.00 - $59.99,2017,Sonoma Coast,Bei Ranch,Cabernet Sauvignon,$59.00,Silver
Ce Acatl Vinos,CA,Nebbiolo,2018,Baja California,,Nebbiolo,$25.00,Gold
Ce Acatl Vinos,CA,Tempranillo - Up to - $39.99,2019,Baja California,,Tempranillo,$35.00,Silver
Celestial Cellars,CA,Muscat,2022,Lodi,,Orange Muscat,$28.00,Gold
Cellar 777,NV,Pinot Noir - $29.00 - $34.99,2021,Santa Cruz,,Pinot Noir,$31.00,Gold
Cellardoor Winery,ME,Fruit Wine,2020,Maine,,Treasure,$18.00,Bronze
Cellardoor Winery,ME,Petit Verdot - Up to - $45.99,2018,American,,Petit Verdot,$24.00,Bronze
Cellardoor Winery,ME,Red Blend: Merlot leading blend - Up to - $39.99,2018,American,,Ned Said Red,$24.00,Bronze
Cellardoor Winery,ME,Red Blend: Sangiovese leading blend,2019,American,,Buoy Red,$18.00,Bronze
Cellardoor Winery,ME,White Native American/Hybrid,2021,American,,Perfect Stranger,$18.00,Double Gold
Cellardoor Winery,ME,Cab Franc - Up to - $34.99,2018,American,,Cabernet Franc,$24.00,Gold
Cellardoor Winery,ME,Red Blend: Grenache leading blend,2018,American,,Sur la Riviere,$24.00,Gold
Cellardoor Winery,ME,Red Blend: Syrah leading blend - Up to - $35.99,2018,American,,Aurora,$25.00,Gold
Cellardoor Winery,ME,Semillon,2022,American,,Semillon,$16.00,Gold
Cellardoor Winery,ME,White Dessert/Late Harvest - RS >3.5,2020,Maine,,Late Harvest,$25.00,Gold
Cellardoor Winery,ME,Blanc de Blancs,2018,Maine,,Blanc de Blanc,$32.00,Silver
Cellardoor Winery,ME,Chardonnay - $14.00 - $17.99,2022,American,,Chardonnay,$16.00,Silver
Cellardoor Winery,ME,Distilled/Fortified,2019,Maine,,Vin Doux Naturel,$12.00,Silver
Cellardoor Winery,ME,Merlot - Up to - $22.99,2019,American,Prince Valiant,Merlot,$20.00,Silver
Cellardoor Winery,ME,Pinot Noir - $24.00 - $28.99,2019,American,,Pinot Noir,$24.00,Silver
Cellardoor Winery,ME,Red Blend: Cab Sauv leading blend - Up to - $29.99,2018,American,,Iron Gate,$25.00,Silver
Cellardoor Winery,ME,Red Blend: Cab Sauv leading blend - Up to - $29.99,2018,American,,Monti al Mare,$24.00,Silver
Cellardoor Winery,ME,Red Blend: Grenache leading blend,2020,American,,Cielos,$25.00,Silver
Cellardoor Winery,ME,Rose Sparkling (non-Pinot Noir Varietal),2017,Maine,,Bulles Rose,$27.00,Silver
Cellardoor Winery,ME,White Blends - Up to - $21.99,2021,American,,The Tower,$16.00,Silver
CETTO,BA,Petite Sirah - Up to - $32.99,2021,Baja California; Guadalupe Valley,L.A. Cetto,Petite Sirah,$14.99,Gold
CETTO,BA,Petite Sirah - Up to - $32.99,2019,Baja California; Guadalupe Valley,Reserva Privada,Petite Sirah,$24.99,Gold
CETTO,BA,Sauvignon Blanc/Fume - Up to - $16.99,2022,Baja California,,Sauvignon Blanc,$14.99,Gold
CETTO,BA,Zinfandel - Up to - $22.99,2021,Baja California,L.A. Cetto,Zinfandel,$12.99,Gold
CETTO,BA,Cab Sauv - $24.00 - $27.99,2019,Baja California; Guadalupe Valley,Reserva Privada,Cabernet Sauvignon,$24.99,Silver
CETTO,BA,Chardonnay - $14.00 - $17.99,2021,Baja California; Guadalupe Valley,Private Reserve,Chardonnay,$14.99,Silver
CETTO,BA,Chenin Blanc,2022,Baja California,,Chenin Blanc,$14.99,Silver
CETTO,BA,Nebbiolo,2019,Baja California,L.A. Cetto Private Reserve,Nebbiolo,$24.99,Silver
CETTO,BA,Viognier - Up to - $29.99,2022,Baja California; Valle de Guadalupe,Don Luis,Viognier,$24.99,Silver
Chacewater,CA,Dry Rose (one varietal ) - RS .1 - .299,2022,Sierra Foothills,,Rose,$26.00,Double Gold
Chacewater,CA,Sauvignon Blanc/Fume - $22.00 - $ 27.99,2022,Lake County,Windrem Organic,Sauvignon Blanc,$26.00,Silver
Chacewater,CA,Zinfandel - $29.00 - $34.99,2020,Lake County,Devils Kitchen,Zinfandel,$30.00,Silver
Chalk Hill,CA,Pinot Noir - $24.00 - $28.99,2022,Sonoma Coast,,Pinot Noir,$24.99,Best of Class
Chalone Vineyard,CA,Chardonnay - $32.00 - $35.99,2022,Chalone,,Chardonnay,$32.99,Double Gold
Chalone Vineyard,CA,Pinot Noir - $35.00 - $39.99,2021,Chalone,Estate,Pinot Noir,$39.99,Double Gold
Chandon,CA,Other Sparkling,NV,Los Carneros,,Reserve Meunier,$45.00,Gold
Chandon,CA,Brut,2018,Napa,,50th Anniversary Winemakers blend,$75.00,Silver
Chandon California,CA,Brut,NV,California,,Brut,$27.00,Double Gold
Chandon California,CA,Brut,NV,Los Carneros,,Etoile Brut,$58.00,Gold
Chandon California,CA,Rose Sparkling (non-Pinot Noir Varietal),NV,Los Carneros,,Etoile Rose,$63.00,Gold
Chandon California,CA,Rose Sparkling (non-Pinot Noir Varietal),NV,California,,Chandon Rose,$27.00,Gold
Chandon California,CA,Blanc de Blancs,NV,Los Carneros,,By the Bay,$34.00,Silver
Chandon California,CA,Blanc de Noirs,NV,California,,Blanc de Pinot Noir,$27.00,Sparkling Sweepstakes
Char Vale,CA,Pinot Gris/Grigio - $18.00 & Over,2021,Russian River Valley,,Pinot Gris,$38.00,Silver
Charles R Vineyards,CA,Cab Sauv - $50.00 - $59.99,2019,Livermore Valley,Reserve,Cabernet Sauvignon,$50.00,Bronze
Charles R Vineyards,CA,Zinfandel - $35.00 - $39.99,2021,Livermore Valley,,Zinfandel,$36.00,Gold
Charles R Vineyards,CA,Cab Sauv - $36.00 - $39.99,2020,Livermore Valley,,Cabernet Sauvignon,$39.00,Silver
Charles R Vineyards,CA,Chardonnay - $28.00 - $ 31.99,2022,Livermore Valley,,Chardonnay,$30.00,Silver
Charles Smith,CA,Dry Rose (Blend) - RS .1 -..299,2022,Washington,,Band of Roses Rose,$14.99,Bronze
Charles Smith,CA,Merlot - Up to - $22.99,2021,Washington,The Velvet Devil,Merlot,$14.99,Gold
Charles Smith,CA,Riesling - Dry <.99 RS,2022,Columbia Valley,Kung Fu Girl,Riesling,$14.99,Gold
Charles Woodson's Intercept,CA,Chardonnay - $18.00 - $22.99,2022,Monterey,,Chardonnay,$19.99,Best of Class
Charles Woodson's Intercept,CA,Pinot Noir - $18.00 - $23.99,2020,Santa Barbara County,,Pinot Noir,$19.99,Double Gold
Charles Woodson's Intercept,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,2020,Paso Robles,,Red Blend,$19.99,Gold
Charles Woodson's Intercept,CA,Cab Sauv - $16.00 - $19.99,2020,Paso Robles,,Cabernet Sauvignon,$19.99,Silver
Chateau d Estienne,CA,Dry Rose (one varietal) - RS .001 - .099,2022,Fair Play,,Le Rose,$24.00,Bronze
Chateau d Estienne,CA,Touriga Nacional,2021,Fair Play,,Touriga Nacional,$38.00,Double Gold
Chateau d Estienne,CA,Barbera - $35.00 and Over,2021,Fair Play,,Barbera,$36.00,Silver
Chateau St Jean,CA,Chardonnay - $32.00 - $35.99,2022,Los Carneros,,Chardonnay,$35.99,Double Gold
Chateau St Jean,CA,Cab Sauv - $45.00 - $49.99,2021,Knights Valley,,Cabernet Sauvignon,$45.00,Gold
Chateau Tumbleweed,AZ,Other White Varietals,2022,Willcox,Dos Amigos Vineyard,Picpoul Blanc,$34.00,Gold
Chateau Tumbleweed,AZ,Red Blend: Syrah leading blend - Up to - $35.99,2021,Willcox,,Dr. Ron Bot,$30.00,Gold
Chateau Tumbleweed,AZ,Tempranillo - $40.00 & Over,2021,Willcox,Cimarron Vineyard,Tempranillo,$50.00,Gold
Chateau Tumbleweed,AZ,Dry Rose (Blend) - RS 0 - .099,2022,Willcox,,Rose,$28.00,Silver
Chateau Tumbleweed,AZ,Graciano,2021,Willcox,Cimarron Vineyard,Graciano,$50.00,Silver
Chateau Tumbleweed,AZ,Mourvedre,2021,Willcox,Cimarron Vineyard,Mourvedre,$40.00,Silver
Chateau Tumbleweed,AZ,Red Blend: Grenache leading blend,2022,Willcox,,The Bigness,$40.00,Silver
Chateau Tumbleweed,AZ,Red Blend: Tempranillo leading blend,2021,Willcox,,Earth Cuckoo,$45.00,Silver
Chateau Wright,TX,Malbec - Up to - $38.99,2020,Davis Mountains,Point of Rocks,Malbec,$30.00,Best of Class
Chateau Wright,TX,Red Blend: Mourvedre leading blend,2019,Texas; Texas Davis Mountains,,Lievre,$90.00,Bronze
Chateau Wright,TX,White Blends - Up to - $21.99,2020,Texas,,The Chateau White,$20.00,Bronze
chester. Wines,CA,Brut,NV,California,,Sparkling,$19.99,Bronze
chester. Wines,CA,Pinot Noir - $29.00 - $34.99,2021,Central Coast,,Pinot Noir,$34.99,Double Gold
chester. Wines,CA,Sauvignon Blanc/Fume - $28.00 - $30.99,2022,Big Valley District,,Sauvignon Blanc,$29.99,Double Gold
Chiara,CA,All Other Red Blends; Up to $34.99,NV,Lodi,,RVC Red,$26.00,Silver
Chloe Wine Collection,CA,Pinot Noir - Up to - $17.99,2021,Monterey County,,Pinot Noir,$17.99,Best of Class
Chloe Wine Collection,CA,Chardonnay - $14.00 - $17.99,2022,Monterey County,,Chardonnay,$16.99,Silver
Chloe Wine Collection,CA,Dry Rose (Blend) RS .3 - .99,2022,Central Coast,,Rose,$16.99,Silver
Chloe Wine Collection,CA,Merlot - Up to - $22.99,2022,Monterey County,,Merlot,$17.99,Silver
Christopher Cellars,CA,Red Blend: Carignane; Graziano or Tannat leading blend,2022,Lodi,,Grand Cuvee,$30.00,Best of Class
Christopher Cellars,CA,Chardonnay - $32.00 - $35.99,2022,Lodi,,Chardonnay,$32.00,Double Gold
Christopher Cellars,CA,Carignan/Carignane,2021,Mokelumne River,,Carignan,$38.00,Gold
Christopher Cellars,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2022,Lodi,,Duet Blend,$35.00,Silver
Christopher Cellars,CA,Zinfandel - $23.00 - $28.99,2022,Lodi,Cuvee,Zinfandel,$28.00,Silver
Christoval Vineyards,TX,Montepulciano,2020,Texas High Plains,Rambouillet,Montepulciano,$29.00,Best of Class
Christoval Vineyards,TX,All Other Red Blends; Up to $34.99,NV,Texas,,Angelo Red,$27.50,Gold
Christoval Vineyards,TX,Roussanne,2020,Texas High Plains,,Roussanne,$26.00,Gold
Christoval Vineyards,TX,Petite Sirah - $33.00 - $38.99,2020,Texas,,Petite Sirah,$38.00,Silver
Cinder,ID,Red Blend: Merlot leading blend - Up to - $39.99,2021,Snake River Valley,,Valentina,$35.00,Best of Class
Cinder,ID,Tempranillo - $40.00 & Over,2021,Snake River Valley,,Tempranillo,$40.00,Best of Class
Cinder,ID,Syrah/Shiraz - $35.00 - $44.99,2021,Snake River Valley,,Syrah,$37.00,Gold
Cinder,ID,Viognier - Up to - $29.99,2022,Snake River Valley,,Viognier,$28.00,Gold
Cinder,ID,Malbec - Up to - $38.99,2021,Snake River Valley,,Malbec,$37.00,Silver
Cinnabar Vineyards & Winery,CA,Red Blend: Cab Sauv leading blend - Up to - $29.99,2021,California,,Mercury Rising,$26.00,Best of Class
Cinnabar Vineyards & Winery,CA,Cab Sauv - $45.00 - $49.99,2020,Santa Clara Valley,Hayes Vineyard,Cabernet Sauvignon,$46.00,Bronze
Cinnabar Vineyards & Winery,CA,Cab Franc - $50.00 & Over,2021,Lodi,Lewis Vineyard,Cabernet Franc,$52.00,Gold
Cinnabar Vineyards & Winery,CA,All Other Red Blends: $35.00 and Over,2021,California,,Sorcerers Stone,$52.00,Silver
Cinnabar Vineyards & Winery,CA,Cab Sauv - $50.00 - $59.99,2021,Red Hills Lake County,Mis Tres Hijos,Cabernet Sauvignon,$56.00,Silver
Cinnabar Vineyards & Winery,CA,Chardonnay - $36.00 - $39.99,2021,Santa Cruz Mountains,,Chardonnay,$39.00,Silver
Cinnabar Vineyards & Winery,CA,Petite Sirah - $47.00 & Over,2021,Santa Clara Valley,Denice Vineyard,Petite Sirah,$52.00,Silver
Cinnabar Vineyards & Winery,CA,Pinot Noir - $47.00 - $49.99,2021,Santa Cruz Mountains,,Pinot Noir,$48.00,Silver
Cinquain Cellars,CA,Red Blend: Cab Sauv leading blend - $48.00 - $60.99,2019,Paso Robles,Nagengast Estate Vineyard,Lyrik,$60.00,Bronze
Cinquain Cellars,CA,Red Blend: Petit Verdot leading blend,2020,Paso Robles,Nagengast Estate Vineyard.,Reserve Cinquain,$70.00,Bronze
Cinquain Cellars,CA,Red Blend: Cab Sauv leading blend - $48.00 - $60.99,2019,Paso Robles,Nagengast Estate Vineyard,Prose,$60.00,Gold
Cinquain Cellars,CA,Syrah/Shiraz - $45.00 & Over,2019,Paso Robles,Nagengast Estate Vineyard,Syrah,$60.00,Gold
Cinquain Cellars,CA,Cab Sauv - $60.00 - $69.99,2019,Paso Robles,Nagengast Estate Vineyard,Cabernet Sauvignon,$60.00,Silver
Cinquain Cellars,CA,Malbec - $39.00 & Over,2020,Paso Robles,Nagengast Estate Vineyard,Malbec,$65.00,Silver
Cinquain Cellars,CA,Port - $33.00 and Over,2013,Paso Robles,Nagengast Estate Vineyard,Dessert Wine,$100.00,Specialty Sweepstakes
CK Mondavi,CA,Cab Sauv - $16.00 - $19.99,2019,Adelaida District,Family Select,Cabernet Sauvignon,$16.99,Double Gold
CK Mondavi,CA,Chardonnay - Up to - $13.99,2022,California,Buttery,Chardonnay,$7.00,Double Gold
CK Mondavi,CA,Merlot - Up to - $22.99,2022,California,,Merlot,$7.00,Double Gold
CK Mondavi,CA,Chardonnay - Up to - $13.99,2022,California,,Chardonnay,$7.00,Gold
CK Mondavi,CA,Cab Sauv - Up to - $15.99,2022,California,Dark,Cabernet Sauvignon,$7.00,Silver
CK Mondavi,CA,Cab Sauv - Up to - $15.99,2021,California,,Cabernet Sauvignon,$7.00,Silver
CK Mondavi,CA,Chardonnay - $14.00 - $17.99,2022,Dunnigan Hills,Family Select,Chardonnay,$16.99,Silver
CK Mondavi,CA,Pinot Gris/Grigio - Up to - $17.99,2022,California,,Pinot Grigio,$7.00,Silver
CK Mondavi,CA,Red Blend: Cab Sauv leading blend - Up to - $29.99,2021,California,,Red Blend,$7.00,Silver
CK Mondavi,CA,Sauvignon Blanc/Fume - Up to - $16.99,2022,California,,Sauvignon Blanc,$7.00,Silver
Clarksburg Wine Company,CA,Chenin Blanc,2022,Clarksburg,,Chenin Blanc,$25.00,Best of Class
Clarksburg Wine Company,CA,Cab Franc - Up to - $34.99,2021,Clarksburg,,Cabernet Franc,$28.00,Gold
Clarksburg Wine Company,CA,Chenin Blanc,2022,Clarksburg,VS,Chenin Blanc,$35.00,Gold
Clarksburg Wine Company,CA,Chenin Blanc,2022,Clarksburg,,Chenin Blanc,$25.00,Silver
Clay Creek Vineyards,CA,Cab Sauv - Up to - $15.99,2022,Lodi,,Cabernet Sauvignon,$9.99,Silver
Clay Creek Vineyards,CA,Chardonnay - Up to - $13.99,2022,California,,Chardonnay,$9.99,Silver
Clearwater Canyon,ID,Syrah/Shiraz - Up to - $34.99,2021,Lewis-Clark Valley,Estate,Syrah,$32.00,Gold
Clearwater Canyon,ID,Red Blend: Petit Verdot leading blend,2021,Washington,,The Wine Project,$32.00,Silver
Clearwater Canyon,ID,Sagrantino,2021,Washington,Cocos Reserve,Sagrantino,$38.00,Silver
Clif Family Winery,CA,Cab Sauv - $100.00 & Over,2019,Howell Mountain,Erta Block Designate,Cabernet Sauvignon,$175.00,Double Gold
Clif Family Winery,CA,Cab Sauv - $70.00 - $79.99,2021,Napa Valley,Kits Killer,Cabernet Sauvignon,$75.00,Gold
Clif Family Winery,CA,Zinfandel - $55.00 & Over,2022,Napa Valley; Oak Knoll District,Valle di Sotto Vineyard,Zinfandel,$75.00,Gold
Clif Family Winery,CA,Red Blend: Cab Sauv leading blend - $61.00 and Over,2021,Napa Valley; Oak Knoll District,Valle di Sotto Estate Vineyard,Proprietary Red Wine,$125.00,Silver
Clif Family Winery,CA,Sauvignon Blanc/Fume - $31.00 and over,2022,Napa Valley,,Sauvignon Blanc,$38.00,Silver
Clif Family Winery,CA,Viognier $30.00 & Over,2022,Napa Valley,,Viognier,$42.00,Silver
Cliff Creek Cellars,OR,Red Blend: Cab Sauv leading blend - $40.00 - $47.99,2019,Rogue Valley,,Claret,$40.00,Double Gold
Cliff Creek Cellars,OR,Syrah/Shiraz - $35.00 - $44.99,2019,Rogue Valley,,Syrah,$40.00,Gold
Cliff Creek Cellars,OR,Syrah/Shiraz - $45.00 & Over,2018,Applegate Valley,Reserve,Syrah,$65.00,Gold
Cliff Creek Cellars,OR,Cab Franc - $50.00 & Over,2018,Southern Oregon,Reserve,Cabernet Franc,$65.00,Silver
Cline Cellars,CA,Zinfandel - Up to - $22.99,2021,Contra Costa County,Ancient Vines,Zinfandel,$15.99,Gold
Cline Cellars,CA,Cab Sauv - $45.00 - $49.99,2021,Alexander Valley,Rock Carved,Cabernet Sauvignon,$46.00,Silver
Cline Cellars,CA,Sauvignon Blanc/Fume - $22.00 - $ 27.99,2022,North Coast,Seven Ranchlands,Sauvignon Blanc,$24.00,Silver
Clone 7,CA,Cab Sauv - $16.00 - $19.99,2021,Paso Robles,,Cabernet Sauvignon,$19.99,Silver
Clos des Amis,CA,Packaging: Series,2022,Ventura County,,Chardonnay,$18.00,Silver
Clos du Bois,CA,Chardonnay - $14.00 - $17.99,2022,California,,Chardonnay,$14.99,Bronze
Coast Ridge Cellars,CA,Non Alcoholic Wines,NV,California,,Sparkling White Wine,$24.99,Silver
College Cellars of Walla Walla,WA,Syrah/Shiraz - Up to - $34.99,2021,Walla Walla Valley,,Syrah,$34.00,Best of Class
College Cellars of Walla Walla,WA,Grenache - Up to - $34.99,2020,Walla Walla County,Cockburn Vineyard,Grenache,$34.00,Bronze
College Cellars of Walla Walla,WA,White Blends - Up to - $21.99,2022,Walla Walla Valley,,Scholarship White,$20.00,Bronze
College Cellars of Walla Walla,WA,Malbec - Up to - $38.99,2019,Walla Walla Valley,Clarke Vineyard,Malbec,$30.00,Double Gold
College Cellars of Walla Walla,WA,Cab Franc - Up to - $34.99,2021,Walla Walla Valley,Clarke Vineyard,Cabernet Franc,$34.00,Gold
College Cellars of Walla Walla,WA,Petit Verdot - Up to - $45.99,2021,Walla Walla Valley,Clarke Vineyard,Petit Verdot,$34.00,Gold
College Cellars of Walla Walla,WA,Syrah/Shiraz - Up to - $34.99,2021,Horse Heaven Hills,,Syrah,$34.00,Gold
College Cellars of Walla Walla,WA,Barbera - Up to - $34.99,2021,Walla Walla Valley,Anderson Vineyard,Barbera,$34.00,Silver
College Cellars of Walla Walla,WA,Chardonnay - $23.00 - $27.99,2022,Walla Walla Valley,Unoaked,Chardonnay,$24.00,Silver
College Cellars of Walla Walla,WA,Merlot - $30.00 - $39.99,2021,Walla Walla Valley,Clarke Vineyard,Merlot,$34.00,Silver
College Cellars of Walla Walla,WA,Mourvedre,2020,Walla Walla Valley,,Mourvedre,$30.00,Silver
College Cellars of Walla Walla,WA,Red Dessert - RS >3.5,NV,Red Mountain,Ciel du Cheval Vineyard,Tawney Style Barbera Dessert,$40.00,Silver
Collier Creek,CA,Zinfandel - Up to - $22.99,2021,Lodi,Old Press,Zinfandel,$9.99,Gold
Collier Creek,CA,Cab Sauv - Up to - $15.99,2021,Lodi,Big Rooster,Cabernet Sauvignon,$9.99,Silver
Collier Creek,CA,Merlot - Up to - $22.99,2021,Lodi,Crafty Fox,Merlot,$9.99,Silver
Collier Creek,CA,Pinot Noir - Up to - $17.99,2021,California,Red Wagon,Pinot Noir,$9.99,Silver
Colterris,CO,Merlot - $23.00 - $29.99,2020,Grand Valley,,Merlot,$28.00,Gold
Colterris,CO,Cab Franc - $50.00 & Over,2020,Grand Valley,Scotts Vineyard,Cabernet Franc,$60.00,Silver
Colterris,CO,Cab Sauv - $31.00 - $35.99,2020,Grand Valley,Grand Valley AVA,Cabernet Sauvignon,$32.00,Silver
Columbia Ridge Winery,WA,Malbec - Up to - $38.99,2021,Columbia Valley,,Malbec,$38.00,Silver
Columbia Ridge Winery,WA,Syrah/Shiraz - $35.00 - $44.99,2021,Columbia Valley,,Syrah,$36.00,Silver
Compris Vineyard,OR,Pinot Noir - $40.00 - $46.99,2021,Chehalem Mountains,Mountain Echo Estate,Pinot Noir,$45.00,Gold
Compris Vineyard,OR,Packaging: Whimsical,2021,Chehalem Mountains,Wavelength,Chardonnay,$45.00,Silver
Compris Vineyard,OR,Pinot Noir - $55.00 - $59.99,2021,Chehalem Mountains,As One,Pinot Noir,$55.00,Silver
Compris Vineyard,OR,Syrah/Shiraz - $45.00 & Over,2021,Chehalem Mountains,Midnight Journey,Syrah,$50.00,Silver
Compris Vineyard,OR,Tempranillo - $40.00 & Over,2021,Chehalem Mountains,Moonlit Sky,Tempranillo,$50.00,Silver
Comstock Wines,CA,Cab Sauv - $70.00 - $79.99,2017,Dry Creek Valley,,Cabernet Sauvignon,$75.00,Bronze
Comstock Wines,CA,Viognier $30.00 & Over,2019,Russian River Valley,,Viognier,$42.00,Bronze
Comstock Wines,CA,Blanc de Blancs,2020,Dry Creek Valley,,Blanc de Blanc,$55.00,Double Gold
Comstock Wines,CA,Cab Sauv - $60.00 - $69.99,2017,Alexander Valley,,Cabernet Sauvignon,$65.00,Gold
Comstock Wines,CA,Sauvignon Blanc/Fume - $28.00 - $30.99,2022,Dry Creek Valley,,Sauvignon Blanc,$28.00,Gold
Comstock Wines,CA,Zinfandel - $29.00 - $34.99,2016,Dry Creek Valley,,Zinfandel,$34.00,Gold
Comstock Wines,CA,Zinfandel - $29.00 - $34.99,2017,Dry Creek Valley,,Zinfandel,$34.00,Gold
Comstock Wines,CA,Chardonnay - $46.00 & Over,2019,Sonoma Coast,,Chardonnay,$50.00,Silver
Comstock Wines,CA,Merlot - 40.00 & Over,2019,Dry Creek Valley,,Merlot,$50.00,Silver
Comstock Wines,CA,Pinot Noir - $55.00 - $59.99,2021,Sonoma Coast,,Pinot Noir,$55.00,Silver
Comstock Wines,CA,Zinfandel - $55.00 & Over,2019,Dry Creek Valley,Old Vine,Zinfandel,$55.00,Silver
Concannon Vineyard,CA,Cab Sauv - $45.00 - $49.99,2021,Livermore Valley,Mother Vine,Cabernet Sauvignon,$46.00,Gold
Concannon Vineyard,CA,Chardonnay - $32.00 - $35.99,2022,Livermore Valley,,Chardonnay,$32.00,Gold
Concannon Vineyard,CA,Cab Sauv - $40.00 - $44.99,2020,Livermore Valley,,Cabernet Sauvignon,$42.00,Silver
Concannon Vineyard,CA,Petite Sirah - $39.00 - $46.99,2020,Livermore Valley,Captain Joes,Petite Sirah,$40.00,Silver
Concannon Vineyard,CA,Petite Sirah - $39.00 - $46.99,2019,Livermore Valley,,Petite Sirah,$46.00,Silver
Cooper & Thief,CA,Red Blend: Petite Sirah leading blend,2021,California,,Red Blend,$29.99,Bronze
Cooper Vineyards LLC,CA,Barbera - $35.00 and Over,2020,Amador County,Riserva,Barbera,$42.00,Bronze
Cooper Vineyards LLC,CA,Red Dessert - RS >3.5,2019,Amador County,,Dicembre,$33.00,Bronze
Cooper Vineyards LLC,CA,Mourvedre,2020,Amador County,,Mourvedre,$32.00,Double Gold
Cooper Vineyards LLC,CA,Primitivo,2020,Amador County,,Primitivo,$30.00,Double Gold
Cooper Vineyards LLC,CA,Barbera - Up to - $34.99,2021,Amador County,,Barbera,$33.00,Red Sweepstakes
Cooper Vineyards LLC,CA,All Other Red Blends; Up to $34.99,NV,Amador County,,Cooper Ranch Red,$30.00,Silver
Cooper Vineyards LLC,CA,Primitivo,2019,Amador County,Riserva,Primitivo,$42.00,Silver
Cooper-Garrod Estate Vineyards,CA,Cab Sauv - $45.00 - $49.99,2017,Santa Cruz Mountains,Georges Vineyard,Cabernet Sauvignon,$47.00,Bronze
Cooper-Garrod Estate Vineyards,CA,Pinot Noir - $40.00 - $46.99,2020,Santa Cruz Mountains,,Pinot Noir,$45.00,Bronze
Cooper-Garrod Estate Vineyards,CA,Cab Franc - $35.00 - $49.99,2019,Santa Cruz Mountains,,Cabernet Franc,$47.00,Double Gold
Cooper-Garrod Estate Vineyards,CA,Chardonnay - $40.00 - $45.99,2022,Santa Cruz Mountains,,Chardonnay,$45.00,Silver
Copper Horse Vineyard,AZ,Cab Sauv - $31.00 - $35.99,2020,Willcox,,Cabernet Sauvignon,$35.99,Bronze
Copper Horse Vineyard,AZ,Mourvedre,2020,Cochise County,,Mourvedre,$35.99,Bronze
Cordi,CA,Nebbiolo,2017,Sutter County,,Nebbiolo,$24.00,Bronze
Corner 103,CA,Red Blend: Merlot leading blend - $40.00 & Over,2020,Sonoma County,,Allure,$60.00,Double Gold
Corner 103,CA,Red Blend: Malbec leading blend,2020,Sonoma County,,Inspiration,$75.00,Gold
Corner 103,CA,Red Blend: Merlot leading blend - $40.00 & Over,2020,Sonoma County,,Corner Cuvee,$60.00,Gold
Corner 103,CA,Cab Sauv - $60.00 - $69.99,2020,Sonoma Valley,,Cabernet Sauvignon,$65.00,Silver
Corner 103,CA,Malbec - $39.00 & Over,2020,Sonoma County,,Malbec,$60.00,Silver
Corner 103,CA,Zinfandel - $55.00 & Over,2021,Sonoma Valley,,Zinfandel,$55.00,Silver
Coruce Vineyards and Winery,CA,Cab Sauv - $36.00 - $39.99,2019,Antelope Valley of the California High Desert (Los Angeles),,Cabernet Sauvignon,$36.00,Bronze
Coruce Vineyards and Winery,CA,Other White Varietals,2022,Antelope Valley of the California High Desert (Los Angeles),,Symphony,$28.00,Bronze
Coruce Vineyards and Winery,CA,Merlot - $23.00 - $29.99,2019,Antelope Valley of the California High Desert (Los Angeles),,Merlot,$28.00,Gold
Coruce Vineyards and Winery,CA,White Blends - $22.00 - $29.99,2022,Antelope Valley of the California High Desert (Los Angeles),,Cactus Curtain Blend,$29.00,Gold
Coruce Vineyards and Winery,CA,Malbec - Up to - $38.99,2019,Antelope Valley of the California High Desert (Los Angeles),,Malbec,$28.00,Silver
Coruce Vineyards and Winery,CA,Port - Up to - $32.99,2020,Antelope Valley of the California High Desert (Los Angeles),,Tailgate 66 Syrah,$32.00,Silver
Cosa Obra,CA,Sauvignon Blanc/Fume - $28.00 - $30.99,2022,Sonoma County,,Sauvignon Blanc,$28.00,Gold
CottonWood Creek,CA,White Blends - Up to - $21.99,NV,California,,White Blend,$8.99,Bronze
CottonWood Creek,CA,All Other Red Blends; Up to $34.99,NV,California,,Red Blend,$10.99,Silver
Country Crush,MI,Fruit Wine,NV,American,,Peach,$10.99,Bronze
Cove Mesa Vineyard,AZ,Dry Rose (one varietal) - RS 0,2022,Willcox,Dos Amigos Vineyard,Tempranillo Rose,$30.00,Bronze
Cove Mesa Vineyard,AZ,Red Blend: Grenache leading blend,2022,Willcox,,Silk,$42.00,Bronze
